,Company.Name,Date,Group.1,Group.2,PR_AVG_Tone,PR_LM_Tone,PR_LIWC_Tone,PR_DIC_Tone,PR_H06_Tone,PR_H08_Tone,MA_AVG_Tone,MA_LM_Tone,MA_LIWC_Tone,MA_DIC_Tone,MA_H06_Tone,MA_H08_Tone
378,ARM HOLDINGS,14/04/2003,ARM HOLDINGS,14/04/2003,0.225955127,-0.235595062,0.415898866,0.317586069,0.31594288,0.31594288,0.354761905,0.166666667,0.5,0.25,0.428571429,0.428571429
6162,RECKITT BENCKISER GROUP,14/04/2003,RECKITT BENCKISER GROUP,14/04/2003,0.6043777,0.391304348,0.52,0.769230769,0.684210526,0.657142857,0.575277842,0.411764706,0.47826087,0.75,0.636363636,0.6
1793,BURBERRY GROUP,15/04/2003,BURBERRY GROUP,15/04/2003,0.588465608,0.571428571,0.4,0.333333333,0.785714286,0.851851852,0.487104124,0.272727273,0.166666667,0.368421053,0.818181818,0.80952381
2680,DEBENHAMS,15/04/2003,DEBENHAMS,15/04/2003,0.010888568,-0.33027523,0.350241546,-0.306306307,0.172222223,0.168560606,0.550900836,0.303703704,0.546953405,0.467553688,0.72313933,0.713154055
472,ASSOCIATED BRIT.FOODS,16/04/2003,ASSOCIATED BRIT.FOODS,16/04/2003,0.527333357,0.333333333,0.578947368,0.402985075,0.656804734,0.664596273,0.558730159,0.111111111,0.619047619,0.444444444,0.80952381,0.80952381
6912,SENIOR,16/04/2003,SENIOR,16/04/2003,-0.029705882,0,0.176470588,0,-0.125,-0.2,-0.303846154,-0.25,0,-0.5,-0.384615385,-0.384615385
658,AVIS EUROPE DEAD - 04/10/11,17/04/2003,AVIS EUROPE DEAD - 04/10/11,17/04/2003,0.204444445,-0.2,0.5,-0.333333333,0.555555556,0.5,-0.223859649,-0.444444444,-0.052631579,-0.555555556,0,-0.066666667
8080,UNILEVER (UK),17/04/2003,UNILEVER (UK),17/04/2003,0,0,0,0,0,0,0.699853372,0.5,0.612903226,0.75,0.818181818,0.818181818
8500,WH SMITH,17/04/2003,WH SMITH,17/04/2003,0.107984818,-0.168441938,0.509967675,-0.010570517,0.111538105,0.097430764,0.35308777,0.142857143,0.407407407,0.368421053,0.428571429,0.418181818
1949,CADBURY DEAD - 08/03/10,22/04/2003,CADBURY DEAD - 08/03/10,22/04/2003,0.4,0,1,1,0,0,0.179213392,-0.217391304,0.172413793,-0.166666667,0.581395349,0.526315789
2284,CHUBB DEAD - DEAD 27/08/03,22/04/2003,CHUBB DEAD - DEAD 27/08/03,22/04/2003,0.098783106,-0.111111111,0.234042553,0.282051282,0.043478261,0.045454545,0.10626999,-0.142857143,0.230769231,0.371428571,0.047619048,0.024390244
1026,BHP BILLITON,23/04/2003,BHP BILLITON,23/04/2003,0.038989042,-0.336700337,0.311399711,-0.025641026,0.178498986,0.067387875,-0.235294118,-0.75,-0.176470588,-0.25,0,0
6019,PUNCH TAVERNS,23/04/2003,PUNCH TAVERNS,23/04/2003,0.283601884,-0.333333334,0.361111111,-0.28358209,0.837606838,0.836206897,0.747790795,0.642857143,0.76744186,0.684210526,0.822222222,0.822222222
168,ALLIED DOMECQ DEAD - EX.INTO 923539,24/04/2003,ALLIED DOMECQ DEAD - EX.INTO 923539,24/04/2003,0.489861154,-0.13153566,0.796243788,0.470660055,0.650968955,0.662968634,0.421739131,-0.043478261,0.5,0,0.826086957,0.826086957
1244,BP,24/04/2003,BP,24/04/2003,0.543999575,0.352941176,0.605381166,0.50877193,0.630952381,0.62195122,0.359111111,0.066666667,0.84,0,0.444444444,0.444444444
2333,COLT GROUP,24/04/2003,COLT GROUP,24/04/2003,0.067093709,-0.006896552,0.373134328,-0.4,0.184615385,0.184615385,0.336713033,0.073684211,0.345,0.336309524,0.464285715,0.464285715
4113,ICTL.HTLS.GP.,24/04/2003,ICTL.HTLS.GP.,24/04/2003,0.287090146,0.095238095,0.333333333,0.307692308,0.333333333,0.365853659,-0.203358418,-0.404525807,-0.088141026,-0.308333333,-0.111273554,-0.104518371
7181,SMITH (DS),24/04/2003,SMITH (DS),24/04/2003,0.381092035,0.266666667,0.304347826,0.333333333,0.483870968,0.517241379,0.268488613,0.166666667,0.304347826,0.333333333,0.238095238,0.3
8238,VESUVIUS,24/04/2003,VESUVIUS,24/04/2003,0.306930171,0.166666667,0.2,0.5,0.304347826,0.363636364,0.244161453,-0.084615385,0.295321638,0.555555556,0.227272728,0.227272728
169,ALLIED DOMECQ DEAD - EX.INTO 923539,25/04/2003,ALLIED DOMECQ DEAD - EX.INTO 923539,25/04/2003,0.5,0,0,0.5,1,1,0.276262626,-0.090909091,0.555555556,0.25,0.333333333,0.333333333
226,ANGLO AMERICAN,25/04/2003,ANGLO AMERICAN,25/04/2003,0.437631486,0.119565218,0.752293578,0.560526316,0.368131868,0.38764045,-0.012093116,-0.416246499,0.189173789,-0.004385965,0.085496547,0.085496547
1245,BP,25/04/2003,BP,25/04/2003,0.547765287,0.343065693,0.607142857,0.535714286,0.630952381,0.62195122,0.382242424,0.333333333,0.083333333,0.454545455,0.52,0.52
5717,PEARSON,25/04/2003,PEARSON,25/04/2003,0.397835498,0.5,0.333333333,0.428571429,0.363636364,0.363636364,0.418817575,0.285714286,0.185185185,-0.043478261,0.666666667,1
6242,REGUS,25/04/2003,REGUS,25/04/2003,-0.03493688,-0.293478261,0.32,-0.21875,0.01754386,0,-0.093181818,-0.625,-0.25,-0.5,0.454545455,0.454545455
8764,WPP,25/04/2003,WPP,25/04/2003,0.572308879,0.411764706,0.783783784,0.894736842,0.365853659,0.405405405,-0.12,0.333333333,-0.333333333,-1,0.2,0.2
6519,ROYAL DUTCH SHELL A(LON),28/04/2003,ROYAL DUTCH SHELL A(LON),28/04/2003,0.3003663,0.142857143,0.692307692,-0.333333333,0.5,0.5,0.320080983,0.034482759,0.294117647,0.142857143,0.55,0.578947368
1246,BP,29/04/2003,BP,29/04/2003,0.254476528,-0.145426708,0.758294014,0.308183702,0.173883437,0.177448193,0.270809826,0.073504274,0.214590964,0.091036415,0.483703379,0.4912141
1507,BRITISH AMERICAN TOBACCO,29/04/2003,BRITISH AMERICAN TOBACCO,29/04/2003,0.178095238,-0.142857143,0.5,0.2,0.166666667,0.166666667,0.249653021,-0.111111111,0.481481481,0.157894737,0.36,0.36
3964,HMV GROUP DEAD - 17/01/13,29/04/2003,HMV GROUP DEAD - 17/01/13,29/04/2003,0.583333333,0.5,0.75,1,0.333333333,0.333333333,0.437929293,0.125,0.555555556,0.6,0.454545455,0.454545455
4674,KIDDE DEAD - 03/05/05,29/04/2003,KIDDE DEAD - 03/05/05,29/04/2003,0.409690894,0.277777778,0.342105263,1,0.214285715,0.214285715,0.636111111,0.555555556,0.625,1,0.5,0.5
5082,MCCARTHY & STONE DEAD - 18/12/06,29/04/2003,MCCARTHY & STONE DEAD - 18/12/06,29/04/2003,0.493664194,0.101123596,0.582822086,0.384615385,0.705882353,0.693877551,0.632078053,0.62987013,0.709273183,0.576802508,0.622222223,0.622222223
537,ASTRAZENECA,30/04/2003,ASTRAZENECA,30/04/2003,0.179414308,-0.069180699,0.53523628,0.129046972,0.272339357,0.02962963,0.218428196,-0.104071174,0.396505376,-0.138280802,0.467406488,0.470581092
737,BAE SYSTEMS,30/04/2003,BAE SYSTEMS,30/04/2003,0.4,0,1,1,0,0,-0.106442577,-0.882352941,-0.238095238,-0.411764706,0.5,0.5
2029,CAPITA,30/04/2003,CAPITA,30/04/2003,0.845354233,0.818181818,0.929824561,0.789473684,0.846153846,0.843137255,0.741879142,0.777777778,0.84,0.684210526,0.703703704,0.703703704
3162,EUROTUNNEL SA UNITS DEAD - 30/07/07,30/04/2003,EUROTUNNEL SA UNITS DEAD - 30/07/07,30/04/2003,0.365394777,0.419354839,0.380952381,0.36,0.333333333,0.333333333,0.312761905,0.44,0.257142857,0.4,0.233333333,0.233333333
3454,GAME GROUP DEAD - 03/04/12,30/04/2003,GAME GROUP DEAD - 03/04/12,30/04/2003,0.52252965,0.169811321,0.847328244,0.419354839,0.596153846,0.58,0.144047619,-0.714285714,0.625,-0.333333333,0.571428571,0.571428571
3562,GLAXOSMITHKLINE,30/04/2003,GLAXOSMITHKLINE,30/04/2003,0.321676775,-0.241904762,0.616931217,0.163254164,0.534161491,0.535941766,0.348243581,-0.133928571,0.345780739,0.269084709,0.628553212,0.631727815
6097,RAC DEAD - T/O BY 901503,30/04/2003,RAC DEAD - T/O BY 901503,30/04/2003,0.684110046,0.5,0.96875,1,0.476190476,0.475609756,1,1,1,1,1,1
6632,SABMILLER,30/04/2003,SABMILLER,30/04/2003,0.732530202,0.636363636,0.742857143,0.5625,0.860465116,0.860465116,0.370574981,0.090909091,0.722222222,0.116666667,0.461538462,0.461538462
7369,SSL INTERNATIONAL DEAD - 29/11/10,30/04/2003,SSL INTERNATIONAL DEAD - 29/11/10,30/04/2003,0.8,1,1,1,0.5,0.5,0.275132275,-0.142857143,0.222222222,0,0.666666667,0.62962963
4186,IMPERIAL CHM.INDS. DEAD - 03/01/08,01/05/2003,IMPERIAL CHM.INDS. DEAD - 03/01/08,01/05/2003,-0.109155106,-0.146052632,0.414660247,-0.321008404,-0.252380953,-0.240993789,0.062766607,-0.195767196,0.196056955,-0.038159372,0.147157191,0.204545455
5448,MYTRAVEL GROUP DEAD - DELIST 01/04/05,02/05/2003,MYTRAVEL GROUP DEAD - DELIST 01/04/05,02/05/2003,0.502530658,0.230769231,0.565217391,0.466666667,0.625,0.625,-0.076760038,-0.547619048,0.255882353,-0.044444445,-0.023809524,-0.023809524
6520,ROYAL DUTCH SHELL A(LON),02/05/2003,ROYAL DUTCH SHELL A(LON),02/05/2003,-0.006507177,-0.727272727,0.894736842,-0.2,0,0,0.125484615,-0.383114792,0.18818621,-0.143589744,0.482026144,0.483915256
8081,UNILEVER (UK),02/05/2003,UNILEVER (UK),02/05/2003,0.358799457,-0.041666667,0.813582555,0.844262295,0.091428572,0.086390533,0.310511967,-0.022802829,0.385225443,0.599145299,0.297783948,0.293207972
8454,WETHERSPOON (JD),02/05/2003,WETHERSPOON (JD),02/05/2003,1,1,1,1,1,1,0.476624895,-0.428571429,0.333333333,0.888888889,0.8,0.789473684
538,ASTRAZENECA,06/05/2003,ASTRAZENECA,06/05/2003,0.8,0,1,1,1,1,0.56669023,0.238095238,0.703703704,0.619047619,0.641025641,0.631578947
4213,IMPERIAL TOBACCO GP.,06/05/2003,IMPERIAL TOBACCO GP.,06/05/2003,0.425394099,0.195523291,0.840593674,0.310973624,0.396217285,0.38366262,0.583257918,0.882352941,0.764705882,-0.230769231,0.75,0.75
6119,RANK GROUP,06/05/2003,RANK GROUP,06/05/2003,0.543809406,0.857142857,0.481481481,0.483870968,0.448275862,0.448275862,0.321558442,0.636363636,0.333333333,0.066666667,0.285714286,0.285714286
1027,BHP BILLITON,07/05/2003,BHP BILLITON,07/05/2003,0.243042846,-0.073971694,0.324237071,0.186699858,0.512685681,0.265563316,0.546829641,0.142857143,0.818181818,0.714285714,0.529411765,0.529411765
2927,EASYJET,07/05/2003,EASYJET,07/05/2003,0.125140225,-0.22808174,0.442913368,-0.108436725,0.263179797,0.256126427,0.032571429,-0.285714286,0.428571429,0.1,-0.04,-0.04
6733,SAGE GROUP,07/05/2003,SAGE GROUP,07/05/2003,0.692490969,0.527272727,0.823529412,0.507692308,0.801980198,0.801980198,0.647987798,0.356736243,0.767524401,0.723045822,0.696316263,0.696316263
6872,SCOTTISH POWER DEAD - EX.INTO 15299K,07/05/2003,SCOTTISH POWER DEAD - EX.INTO 15299K,07/05/2003,0.349035274,-0.053200413,0.628314217,0.215463372,0.48518741,0.469411783,0.072424907,-0.235507247,0.285294118,-0.123809524,0.224025974,0.212121212
185,AMEC,08/05/2003,AMEC,08/05/2003,0.508795518,0.266666667,0.6,0.705882353,0.485714286,0.485714286,0.300712621,0.047619048,0.4,0.692307692,0.181818182,0.181818182
1028,BHP BILLITON,08/05/2003,BHP BILLITON,08/05/2003,0.433333333,1,1,-0.5,0.333333333,0.333333333,0.223386243,0.033333334,0.4,-0.333333334,0.513227513,0.503703704
2458,CRH,08/05/2003,CRH,08/05/2003,0.0125,-0.6,1,0.0625,-0.2,-0.2,-0.151552795,-0.75,-0.043478261,-0.25,0.142857143,0.142857143
6893,SCOTTISH RADIO HOLDINGS DEAD - T/O BY 910283,08/05/2003,SCOTTISH RADIO HOLDINGS DEAD - T/O BY 910283,08/05/2003,0.831794872,0.666666667,0.8,1,0.846153846,0.846153846,0.307692308,0,1,1,-0.230769231,-0.230769231
691,BAA DEAD - 15/08/06,09/05/2003,BAA DEAD - 15/08/06,09/05/2003,-0.093333333,-0.333333333,-1,1,-0.066666667,-0.066666667,-0.275528519,-0.348684211,-0.3,-0.295454546,-0.227621484,-0.205882353
7235,SOMERFIELD DEAD - DELIST 21/12/05,09/05/2003,SOMERFIELD DEAD - DELIST 21/12/05,09/05/2003,0.858137255,0.666666667,1,0.866666667,0.882352941,0.875,0.619257883,0.233333334,0.807692308,0.461309524,0.777777778,0.816176471
2202,CENTRICA,12/05/2003,CENTRICA,12/05/2003,0.862119968,0.652173913,0.9375,0.875,0.925925926,0.92,0.841548308,0.60952381,0.935483871,0.833333333,0.918333334,0.911067194
967,BG GROUP,13/05/2003,BG GROUP,13/05/2003,0.415667413,0.308641975,0.575418994,0.166666667,0.509090909,0.518518519,0.392369674,-0.036363637,0.474074074,0.25,0.624137931,0.65
1584,BRITISH SKY BCAST.GROUP,13/05/2003,BRITISH SKY BCAST.GROUP,13/05/2003,0.361312405,-0.005392569,0.481270428,-0.053030303,0.696712018,0.687002452,0.556566899,0.120689655,0.771428572,0.567460318,0.670478171,0.652777778
5544,NEXT,13/05/2003,NEXT,13/05/2003,0.552380952,0.5,1,0.428571429,0.5,0.333333333,0.231168831,0.095238095,0.5,-0.272727273,0.5,0.333333334
5933,POWDERJECT PHARMS. DEAD - DEAD 05/08/03,13/05/2003,POWDERJECT PHARMS. DEAD - DEAD 05/08/03,13/05/2003,0.340923689,0.009345794,0.594713656,0,0.557251908,0.543307087,0.398205537,0.033333334,0.558704453,0.444444445,0.409090909,0.545454546
8043,ULTRAFRAME DEAD - 09/08/06,13/05/2003,ULTRAFRAME DEAD - 09/08/06,13/05/2003,0.421184619,0.235930736,0.721553339,0.177625436,0.488484571,0.482329011,0.582222222,0.444444444,0.625,0.466666667,0.6875,0.6875
2804,DIMENSION DATA HDG. DEAD - 14/12/10,14/05/2003,DIMENSION DATA HDG. DEAD - 14/12/10,14/05/2003,0.091886639,-0.0223888,0.232315339,-0.191082323,0.235218956,0.205370024,-0.356992406,-0.664813896,-0.072928776,-0.706914345,-0.159259259,-0.181045752
3418,GALLAHER GROUP DEAD - 18/04/07,14/05/2003,GALLAHER GROUP DEAD - 18/04/07,14/05/2003,0.743604466,0.515151515,0.897435897,0.769230769,0.754385965,0.781818182,0.696908879,0.555555556,0.846153846,0.6,0.720930233,0.761904762
4356,INTERSERVE,14/05/2003,INTERSERVE,14/05/2003,0.493261165,0.017857143,0.882740448,0.521739131,0.525252526,0.518716578,0.808764569,0.818181818,0.866666667,1,0.692307692,0.666666667
8729,WOOLWORTHS GROUP DEAD - 03/3/09,14/05/2003,WOOLWORTHS GROUP DEAD - 03/3/09,14/05/2003,0.233806194,-0.272727273,0.2,0.384615385,0.428571429,0.428571429,0.090051256,-0.39918415,0.122807018,0.050431262,0.304563492,0.371638656
3866,HANSON DEAD - 30/08/07,15/05/2003,HANSON DEAD - 30/08/07,15/05/2003,0.447777778,-0.111111111,0.583333333,0.433333333,0.666666667,0.666666667,-0.245128205,-0.6,0.066666667,-0.538461538,-0.076923077,-0.076923077
4825,LASTMINUTE.COM DEAD - DELIST 20/07/05,15/05/2003,LASTMINUTE.COM DEAD - DELIST 20/07/05,15/05/2003,0.257733757,0.102527136,0.25790932,-0.101149425,0.516052978,0.513328776,-0.366215451,-0.365384616,-0.158333334,-0.545454546,-0.380952381,-0.380952381
6911,SELFRIDGES DEAD - DELIST 17/09/03,15/05/2003,SELFRIDGES DEAD - DELIST 17/09/03,15/05/2003,0.366450217,0.5,0.272727273,0.666666667,0.25,0.142857143,0.365238095,0.5,0.333333333,0.6,0.25,0.142857143
1118,BOC GROUP DEAD - 05/09/06,16/05/2003,BOC GROUP DEAD - 05/09/06,16/05/2003,0.5,0,0,0.5,1,1,0.508324324,0.12,0.621621622,0.6,0.6,0.6
4759,LADBROKES,16/05/2003,LADBROKES,16/05/2003,0.387622904,0.230769231,0.157894737,0.692307692,0.428571429,0.428571429,0.176932293,0.094239094,0.163063063,0.277575757,0.174891775,0.174891775
5336,MORRISON(WM)SPMKTS.,16/05/2003,MORRISON(WM)SPMKTS.,16/05/2003,1,1,1,1,1,1,0.767604618,0.305555556,1,0.818181818,0.857142857,0.857142857
3563,GLAXOSMITHKLINE,19/05/2003,GLAXOSMITHKLINE,19/05/2003,0.208888889,-0.4,-0.555555556,0,1,1,0.129421594,-0.294117647,0.03030303,-0.219512195,0.565217391,0.565217391
3045,EMI GROUP DEAD - 18/09/07,20/05/2003,EMI GROUP DEAD - 18/09/07,20/05/2003,0.138460523,0.116766275,0.629279121,0.008418861,-0.021434295,-0.040727347,0.186666667,0.6,0.333333333,0,0,0
7141,SMITH & NEPHEW,20/05/2003,SMITH & NEPHEW,20/05/2003,-0.4,-1,1,0,-1,-1,0.34629442,0.152777778,0.368686869,0.133333333,0.447425754,0.629248366
3085,ENTERPRISE INNS,21/05/2003,ENTERPRISE INNS,21/05/2003,0.520833454,0.357142857,0.74789916,0.423076923,0.552238806,0.523809524,0.213217535,-0.076923077,0.5,-0.066666667,0.35483871,0.35483871
1402,BPB DEAD - T/O BY 741689,22/05/2003,BPB DEAD - T/O BY 741689,22/05/2003,0.39436377,0.103448276,0.661355311,0.191809014,0.510869565,0.504336685,0.593114739,0.205882353,0.721518987,0.631578947,0.692307692,0.714285714
1703,BT GROUP,22/05/2003,BT GROUP,22/05/2003,0.208544347,-0.048530113,0.488721595,-0.131171384,0.37046179,0.363239848,0.224049132,0.054545455,0.548387097,-0.096774194,0.3125,0.301587302
1794,BURBERRY GROUP,22/05/2003,BURBERRY GROUP,22/05/2003,0.211493626,-0.02029159,0.668527939,-0.012293093,0.215239319,0.206285558,0.37754924,0.268703486,0.306216931,0.166009852,0.572238514,0.574577417
4114,ICTL.HTLS.GP.,22/05/2003,ICTL.HTLS.GP.,22/05/2003,0.193316579,-0.141116352,0.569295635,-0.183894231,0.35753944,0.364758404,-0.054518906,0.066666667,0.304347826,-0.285714286,-0.2,-0.157894737
5400,MOTHERCARE,22/05/2003,MOTHERCARE,22/05/2003,0.321945016,0.196172249,0.371179039,-0.065789474,0.551020408,0.557142857,0.538699537,0.302325581,0.567567568,0.215686275,0.793103448,0.814814815
6633,SABMILLER,22/05/2003,SABMILLER,22/05/2003,0.348056301,-0.082442556,0.779198681,0.168475287,0.44321433,0.431835766,0.055177091,-0.494749695,0.234735573,-0.121693122,0.319131161,0.338461538
7499,SYNTHOMER,22/05/2003,SYNTHOMER,22/05/2003,0.494021174,0.20212766,0.803571429,0.75,0.35,0.36440678,0.487741936,0.2,0.612903226,0.4,0.612903226,0.612903226
7799,TOMKINS DEAD - 28/09/10,22/05/2003,TOMKINS DEAD - 28/09/10,22/05/2003,0.213904919,0.260330579,0.656602464,-0.002858776,0.067278288,0.088172043,0.058008658,-0.090909091,0.714285714,0.25,-0.25,-0.333333333
8163,UNITED UTILITIES GROUP,22/05/2003,UNITED UTILITIES GROUP,22/05/2003,0.393980542,0.103896104,0.790596919,0.315225425,0.373737374,0.386446887,0.669630179,0.454545455,0.88,0.714285714,0.666666667,0.632653061
4997,MARSTON'S,23/05/2003,MARSTON'S,23/05/2003,0.12,-1,0.6,1,0,0,0.294805195,0,0.5,0.428571429,0.272727273,0.272727273
8293,VODAFONE GROUP,27/05/2003,VODAFONE GROUP,27/05/2003,0.366701158,0.298785502,0.691755723,0.100589375,0.370349313,0.372025879,0.421340995,-0.030509173,0.506050411,0.433599733,0.603089675,0.594474327
2648,DE LA RUE,28/05/2003,DE LA RUE,28/05/2003,0.000680925,-0.234066554,0.353126406,-0.172822881,0.031729055,0.025438596,-0.378421053,-0.25,0.157894737,-1,-0.4,-0.4
3016,EMAP DEAD - 20/03/08,28/05/2003,EMAP DEAD - 20/03/08,28/05/2003,0.093579121,-0.377018528,0.464540897,-0.099578454,0.272544283,0.207407407,0.502727273,-0.090909091,0.75,0.454545455,0.7,0.7
5594,NORTHERN FOODS DEAD - 13/05/11,28/05/2003,NORTHERN FOODS DEAD - 13/05/11,28/05/2003,0.517621474,0.367217761,0.707036446,0.389643681,0.561333334,0.562876148,0.503290656,0.363636363,0.670809169,0.388888889,0.558727327,0.534391534
5690,PEACOCK GROUP DEAD - 17/01/06,28/05/2003,PEACOCK GROUP DEAD - 17/01/06,28/05/2003,0.749665505,0.710144928,0.83935743,0.652173913,0.776536313,0.770114943,0.657145,0.545454545,0.655172414,0.411764706,0.84,0.833333333
5943,PREMIER FARNELL,28/05/2003,PREMIER FARNELL,28/05/2003,0.383847183,0.186995411,0.6561995,0.145454546,0.47076453,0.45982193,0.441328493,0.059196618,0.579545455,0.318181819,0.630487805,0.619230769
2533,DAILY MAIL 'A',29/05/2003,DAILY MAIL 'A',29/05/2003,0.039782732,-0.319105691,0.446497637,-0.198770492,0.133928572,0.136363637,0.32957265,0.028571429,0.414529915,0.166666667,0.519047619,0.519047619
5905,PILKINGTON DEAD - 16/06/06,29/05/2003,PILKINGTON DEAD - 16/06/06,29/05/2003,0.273475982,0.082840723,0.614171756,-0.087874325,0.392857143,0.365384616,0.556665852,0.52,0.761904762,0.538461538,0.481481481,0.481481481
6274,RENTOKIL INITIAL,29/05/2003,RENTOKIL INITIAL,29/05/2003,0.623370716,0.411764706,0.650793651,0.75,0.655172414,0.649122807,0.532244009,0.259259259,0.568627451,0.666666667,0.583333333,0.583333333
6477,ROLLS-ROYCE HOLDINGS,29/05/2003,ROLLS-ROYCE HOLDINGS,29/05/2003,0.316264533,-0.125,0.391304348,0.076923077,0.619047619,0.619047619,0.102417583,-0.4,0.142857143,0,0.384615385,0.384615385
1558,BRITISH ENERGY DEAD - DELIST 21/10/04,03/06/2003,BRITISH ENERGY DEAD - DELIST 21/10/04,03/06/2003,0.011113199,-0.493970569,0.510647922,-0.077478878,0.065329528,0.051037993,-0.349399586,-1,0.043478261,0.066666667,-0.428571429,-0.428571429
1900,CABLE & WIRELESS COMMS.,04/06/2003,CABLE & WIRELESS COMMS.,04/06/2003,0.078773694,-0.661333915,0.373673009,0.120009521,0.279907007,0.28161285,0.224548349,-0.647058824,0.185185185,0.2,0.692307692,0.692307692
4698,KINGFISHER,04/06/2003,KINGFISHER,04/06/2003,0.556816074,0.302325581,0.5,0.650485437,0.647058824,0.684210526,0.418165694,0.075308642,0.488690476,0.418470418,0.557539682,0.550819252
5046,MATALAN DEAD - 22/12/06,04/06/2003,MATALAN DEAD - 22/12/06,04/06/2003,0.162770563,-0.090909091,0,0.142857143,0.333333333,0.428571429,-0.461125541,-0.857142857,-0.181818182,0.1,-0.7,-0.666666667
7067,SIGNET GROUP DEAD - EX.INTO 54060C,05/06/2003,SIGNET GROUP DEAD - EX.INTO 54060C,05/06/2003,0.03216792,-0.515789474,0.566666667,-0.157894737,0.125,0.142857143,0.469404762,-0.0625,0.6,0.428571429,0.666666667,0.714285714
7532,TATE & LYLE,05/06/2003,TATE & LYLE,05/06/2003,0.259494574,0.150865522,0.64566543,-0.04123966,0.26445748,0.2777241,0.479969769,0.304347826,0.649484536,0.314285714,0.569230769,0.5625
8024,ULTRA ELECTRONICS HDG.,05/06/2003,ULTRA ELECTRONICS HDG.,05/06/2003,0.755858586,0.6,0.583333333,0.818181818,0.888888889,0.888888889,0.792268908,0.714285714,0.647058824,0.866666667,0.866666667,0.866666667
692,BAA DEAD - 15/08/06,10/06/2003,BAA DEAD - 15/08/06,10/06/2003,0.6,0,0,1,1,1,0.133333333,-0.333333333,0.5,0,0.25,0.25
1950,CADBURY DEAD - 08/03/10,10/06/2003,CADBURY DEAD - 08/03/10,10/06/2003,0.265785328,-0.197979798,0.473801561,0.335403727,0.358850575,0.358850575,0.159907484,-0.178571429,0.24110672,0.181818182,0.277591974,0.277591974
2566,DAIRY CREST,10/06/2003,DAIRY CREST,10/06/2003,0.335963972,0.195618153,0.423326759,0.157226423,0.453846154,0.449802372,0.587030736,0.332026144,0.656820623,0.714689266,0.627450981,0.604166667
1247,BP,12/06/2003,BP,12/06/2003,0.717335116,0.375,0.696969697,0.75,0.882352941,0.882352941,-0.079085299,-0.6,0.379310345,-0.28,0.052631579,0.052631579
8294,VODAFONE GROUP,12/06/2003,VODAFONE GROUP,12/06/2003,0.5,0,0,0.5,1,1,-0.078392742,-0.55,0.130333139,-0.178461539,0.11122145,0.094943241
83,AGGREGATE INDUSTRIES DEAD - T/O BY 14630H,16/06/2003,AGGREGATE INDUSTRIES DEAD - T/O BY 14630H,16/06/2003,0.534043692,0.333333333,0.612903226,0.647058824,0.538461538,0.538461538,0.324491601,0.011904762,0.577586207,0.394957984,0.319004525,0.319004525
1248,BP,16/06/2003,BP,16/06/2003,-0.218081889,-0.4,-0.096774194,-0.488372093,-0.052631579,-0.052631579,0.242770552,0.038961039,0.241935484,0.089108911,0.419847328,0.424
3251,FIBERNET GROUP DEAD - 27/11/06,17/06/2003,FIBERNET GROUP DEAD - 27/11/06,17/06/2003,0.8869858,0.818181818,0.913043478,1,0.851851852,0.851851852,0.88952381,0.714285714,1,1,0.866666667,0.866666667
3836,HALMA,17/06/2003,HALMA,17/06/2003,0.520645122,0.215447155,0.801154508,0.40625,0.591836735,0.588537212,-0.040151515,0.090909091,0.375,-0.333333333,-0.166666667,-0.166666667
8540,WHITBREAD,17/06/2003,WHITBREAD,17/06/2003,0.696969697,0.333333333,1,0.818181818,0.666666667,0.666666667,0.258391609,0,0.25,0.272727273,0.384615385,0.384615385
95,AGGREKO,18/06/2003,AGGREKO,18/06/2003,0.27658371,0.125,0.411764706,0.846153846,0,0,0.173474108,0.058823529,0.230769231,0.777777778,-0.1,-0.1
5196,MISYS DEAD - 01/06/12,18/06/2003,MISYS DEAD - 01/06/12,18/06/2003,0.114761905,-0.1,0.272727273,0.166666667,0.107142857,0.127272727,0.073949892,-0.12195122,0.19047619,0.2,0.04,0.06122449
5848,PETRA DIAMONDS,18/06/2003,PETRA DIAMONDS,18/06/2003,0.84,1,1,1,0.6,0.6,0.8,1,1,1,0.5,0.5
7142,SMITH & NEPHEW,20/06/2003,SMITH & NEPHEW,20/06/2003,0.628934886,0.191919192,0.466666667,0.757352941,0.866666667,0.862068966,0.312896033,-0.2,0.310344828,0.368421053,0.542857143,0.542857143
8082,UNILEVER (UK),23/06/2003,UNILEVER (UK),23/06/2003,0.614172455,0.527777778,0.707865169,0.6,0.615384615,0.619834711,0.208253968,-0.2,0.066666667,0.555555556,0.333333333,0.285714286
147,ALLIANCE UNICHEM DEAD - EX.INTO 901192,24/06/2003,ALLIANCE UNICHEM DEAD - EX.INTO 901192,24/06/2003,0.71291866,0.473684211,0.454545455,1,0.818181818,0.818181818,0.506773591,0.358056266,0.414772728,0.8,0.480519481,0.480519481
6913,SENIOR,24/06/2003,SENIOR,24/06/2003,0.186666667,0.2,0.238095238,0.428571429,0.066666667,0,-0.014901961,0,0.058823529,0.2,-0.166666667,-0.166666667
659,AVIS EUROPE DEAD - 04/10/11,25/06/2003,AVIS EUROPE DEAD - 04/10/11,25/06/2003,0.211666667,-0.066666667,0.625,0,0.25,0.25,0.09010989,-0.142857143,0.538461538,-0.230769231,0.142857143,0.142857143
